isbn,Main Category,Categories,Description
812975936,,,
141185937,,,
679745572,,,
962088110,,,
792274571,,,
385280793,,,
1594201080,,,
99468387,,,
99429799,,,
879074493,,,
3518373900,,,
805232117,,,
3442730503,,,
375726527,,,
375726535,,,
231082819,,,
375726543,,,
965913228,,,
1582346437,,Fiction,"Liz Dunn has little to keep her going until a strange young man named Jeremy arrives in her life, upsetting her quiet routine and triggering events that take Liz around the world, into danger, and maybe, for the first time, in reach of happiness. Reprint."
156421356,,,
3804417833,,,
3458340440,,,
1400076323,,Philosophy,This unique selection presents the essential elements of Sartre's lifework -- organized systematically and made available in one volume for the first time in any language.
415278481,,,
679738959,,,
3492207006,,,
385481969,,,
449911411,,,
571145450,,,
553384155,,,
440229200,,,
1594481938,,Fiction,"“One New Year’s Eve, four people with very different reasons but a common purpose find their way to the top of a fifteen-story building in London. None of them has calculated that, on a date humans favor for acts of significance, in a place known as a local suicide-jumpers’ favorite, they might encounter company. A Long Way Down is the story of what happens next, and of what doesn’t.” —The New York Times Book Review A wise, affecting novel from the beloved, award-winning author of Dickens and Prince, Funny Girl and High Fidelity Nick Hornby mines the hearts and psyches of four lost souls who connect just when they’ve reached the end of the line. In four distinct and riveting first-person voices, Hornby tells a story of four individuals confronting the limits of choice, circumstance, and their own mortality. This is a tale of connections made and missed, punishing regrets, and the grace of second chances."
185549695X,,,
038531129X,,,
712664564,,,
946487502,,,
886778441,,,
439194040,,,
886779065,,,
1860645887,,,
618254110,,,
312352182,,,
345407865,,,
60837330,,,
312194390,,,
140714758,,,
330353829,,,
316367958,,,
312337078,,,
3499222507,,,
1593080344,,Detective and mystery stories,"The Complete Sherlock Holmes, Volume I Sir Arthur Conan Doyle, is part of the Barnes & Noble Classics series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics -New introductions commissioned from today''s top writers and scholars -Chronologies of contemporary historical, biographical, and cultural events -Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work -Comments by other famous authors -Study questions to challenge the reader''s viewpoints and expectations -Bibliographies for further reading -Indices & Glossaries, when appropriate All editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. Barnes & Noble Classicspulls together a constellation of influences--biographical, historical, and literary--to enrich each reader''s understanding of these enduring works. The Complete Sherlock Holmes comprises four novels and fifty-six short stories revolving around the world''s most popular and influential fictional detective--the eccentric, arrogant, and ingenious Sherlock Holmes. He and his trusted friend, Dr. Watson, step from Holmes''s comfortable quarters at 221b Baker Street into the swirling fog of Victorian London to exercise that unique combination of detailed observation, vast knowledge, and brilliant deduction. Inevitably, Holmes rescues the innocent, confounds the guilty, and solves the most perplexing puzzles known to literature. The Complete Sherlock Holme starts with Holmes's first appearance, A Study in Scarle, a chilling murder novel complete with bloodstained walls and cryptic clues, followed by the bafflingThe Sign of Four, which introduces Holmes's cocaine problem and Watson's future wife. The story collections The Adventures of Sherlock Holmes and The Memoirs of Sherlock Holmes feature such renowned tales as ""A Scandal in Bohemia,"" ""The Red-Headed League,"" and ""The Musgrave Ritual."" Tired of writing stories about Holmes, his creator,Sir Arthur Conan Doyle, killed him off at the end of ""The Final Problem,"" the last tale in The Memoirs. But the public outcry was so great that eight years later he published the masterful The Hound of the Baskervilles, which supposedly takes place before Holmes's death. The separate Volume II of The Complete Sherlock Holmes collects the remaining accounts of Holmes''s exploits, including ""The Adventure of the Empty House,"" which reveals the elaborate circumstances behind Holmes''s literary resurrection. Kyle Freeman, a Sherlock Holmes enthusiast for many years, earned two graduate degrees in English literature from Columbia University, where his major was twentieth-century British literature."
1593080409,,,
312425945,,,
449908976,,,
189491712X,,Fiction,"The news that an old acquaintance has had an accident comes as a surprise to Camilla MacPhee. By the time she unearths Laura's connection to a violent revolutionary group active two decades earlier, she's had several blows to the head and discovered that people shes been talking to keep ending up dead."
1565117727,,,
822216310,,,
312306180,,,
8644101277,,,
156002167,,,
571191630,,,
156011468,,,
691013802,,,
393323854,,,
142437204,,,
517333414,,,
312263104,,,
312049994,,,
312252811,,,
312263082,,,
031215125X,,Fiction,"A monumental, internationally best-selling novel set in nineteenth-century India weaves a vast tapestry of love, war, and adventure in the foothills of the towering Himalayas. Reprint."
312265816,,,
520243269,,,
520229134,,,
812973011,,,
1570625190,,,
977795306,,,
2884490477,,Art,"Displays one of America's leading physicist's fascinating development of personal artistic sensitivity to line, form, and the moods of his subject."
080283972X,,Religion,"There is still much disagreement over the origins and development of Israelite religion. Mark Smith sets himself the task of reconstructing the cult of Yahweh, the most important deity in Israel's early religion, and tracing the transformation of that deity into the sole god - the development of monotheism."
520213688,,,
195309685,,,
62508113,,,
800637143,,,
140005477X,,,
743262727,,,
031242602X,,History,"In a collection of sixteen interlinked essays, the Nobel Prize-winning economist shares his observations on India's intellectual and political heritage, revealing how the country's argumentative tradition is vital for the continuing success of its democracy and secular politics. Reprint. 20,000 first printing."
713996870,,,
1584795425,,,
60885734,,,
61131628,,,
1846162661,,Animals,
316525650,,,
976882302,,,
30547741,,,
440415802,,,
307383415,,,
426203658,,,
426203682,,,
426203674,,,
141694740X,,,
439698391,,,
1558322450,,,
1575420775,,Aggressiveness in children,"Designed especially for younger children, this board book edition is shorter and easier to read aloud, and emphasizes it's never too soon to learn these important concepts. (Baby/Preschool)"
1561583766,,,
1862073295,,Holocaust survivors,"Rodinsky's world was that of the East European Jewry, cabbalistic speculation, an obsession with language as code and terrible loss. He touched the imagination of artist Rachel Lichtenstein, whose grandparents had left Poland in the thirties. This text weaves together Lichtenstein's quest for Rodinsky -which took her to Poland, to Israel and around Jewish London -with Iain Sinclair's meditations on her journey into her own past, and on the Whitechapel he has reinvented."
1843534096,,,
300111142,,,
385732333,,,
312971397,,,
143037145,,,
449200167,,,
440424941,,,
440412242,,,
1573225053,,,
1556434308,,Health & Fitness,"Used as a reference by students of acupuncture, this is a hefty, truly comprehensive guide to the theory and healing power of Chinese medicine. It's also a primer on nutrition—including facts about green foods, such as spirulina and blue-green algae, and the ""regeneration diets"" used by cancer patients and arthritics—along with an inspiring cookbook with more than 300 mostly vegetarian, nutrient-packed recipes. The information on Chinese medicine is useful for helping to diagnose health imbalances, especially nascent illnesses. It's smartly paired with the whole-foods program because the Chinese have attributed various health-balancing properties to foods, so you can tailor your diet to help alleviate symptoms of illness. For example, Chinese medicine dictates that someone with low energy and a pale complexion (a yin deficiency) would benefit from avoiding bitter foods and increasing ""sweet"" foods such as soy, black sesame seeds, parsnips, rice, and oats. (Note that the Chinese definition of sweet foods is much different from the American one!) Pitchford says in his dedication that he hopes the reader finds ""healing, awareness, and peace"" from following his program. The diet is certainly acetic by American standards (no alcohol, caffeine, white flour, fried foods, or sugar, and a minimum of eggs and dairy) but the reasons he gives for avoiding these ""negative energy"" foods are compelling. From the adrenal damage imparted by coffee to immune dysfunction brought on by excess refined sugar, Pitchford spurs you to rethink every dietary choice and its ultimate influence on your health. Without being alarmist, he adds dietary tips for protecting yourself against the dangers of modern life, including neutralizing damage from water fluoridation (thyroid and immune-system problems may result; fluoride is a carcinogen). There's further reading on food combining, female health, heart disease, pregnancy, fasting, and weight loss. Overall, this is a wonderful book for anyone who's serious about strengthening his or her body from the inside out."
140250328,,,
1598870548,,,
452280680,,,
015173156X,,,
8497592581,,,
764543407,,,
156030438,,,
847826465,,,
156029065,,,
156913216,,,
015600125X,,,
253202175,,,
300093047,,,
753817985,,,
025320318X,,,
3829601867,,,
1590302257,,,
1580624596,,,
1402561016,,,
552998087,,,
380713810,,,
141182806,,,
043977439X,,,
1854790471,,,
1593081480,,Fiction,"In seventeenth-century France, young d'Artagnan initially quarrels with, then befriends, three musketeers and joins them in trying to outwit the enemies of the king and queen."
1596009705,,,
1577658035,,Adventure stories,"In seventeenth-century France, young D'Artagnan initially quarrels with, then befriends, three musketeers and joins them in trying to outwit the enemies of the king and queen."
1853260401,,,
743289412,,,
881507199,,,
385732910,,,
553381695,,,
843955848,,,
743555619,,,
1416524355,,,
671874756,,,
1416524347,,Fiction,"Sometimes dead is better....When the Creeds move into a beautiful old house in rural Maine, it all seems too good to be true: physician father, beautiful wife, charming little daughter, adorable infant son -- and now an idyllic home. As a family, they've got it all...right down to the friendly cat.But the nearby woods hide a blood-chilling truth -- more terrifying than death itself...and hideously more powerful."
8497597729,,Literary Collections,Ralph Roberts can't fall asleep--but he's still having nightmares. The plot contains profanity.
739317369,,,
074352585X,,,
743537009,,,
836254279,,,
1587671166,,Reference,"The Illustrated Stephen King Trivia Book features over 1,000 questions to test your knowledge of the King of Horror, along with dozens of special illustration-based questions from Cemetery Dance favorite artist Glenn Chadbourne! This is an amazing publication you won't want to miss!Edited by Brian Freeman (founder of StephenKingNews.com) and Bev Vincent (author of The Road To The Dark Tower and the ""News from the Dead Zone"" column in Cemetery Dance magazine), The Illustrated Stephen King Trivia Book also features a special afterword by Michelle L. Revelle (Founder/Co-President of SKEMERs, the largest Stephen King fan group on the web).This is the most up-to-date Stephen King trivia book in the world, including material right up through the last Dark Tower book, and no Stephen King collection will be complete without it!"
055347183X,,,
307348245,,,
451190750,,,
836269144,,,
034547063X,,,
1580631606,,,
451170113,,,
450417395,,,
452277752,,,
074323359X,,,
671039725,,,
451185978,,,
2253147699,,,
553562835,,,
679776311,,,
60005696,,,
393060918,,,
679768092,,,
393323528,,,
679751238,,,
851115195,,,
679431489,,,
375758259,,,
1841155047,,,
553483323,,,
803725744,,,
786868996,,,
385602057,,,
857302710X,,,
1593081928,,,
436205491,,,
684841258,,,
684868199,,,
743239806,,,
684839741,,,
684841215,,,
1879794063,,,
375701966,,,
60745908,,,
61351393,,,
465003125,,,
752842692,,,
1560764988,,,
1582346178,,,
684854279,,,
684854287,,,
1415930686,,,
99460955,,,
684844648,,,
393318796,,,
184195795X,,,
684839059,,,
393318354,,,
306808900,,,
345460804,,,
743564375,,,
684174693,,,
140139397,,,
140159940,,,
143039792,,,
140154418,,,
375759328,,,
140247963,,,
60757086,,,
1892145022,,,
61228745,,,
140364498,,,
802135587,,,
618537252,,,
1585421774,,,
375756604,,,
786888016,,,
786891076,,,
684873176,,,
743250443,,,
1555916228,,,
345377966,,,
743264738,,,
684837714,,,
743286979,,,
385496095,,,
7189958,,,
743499263,,,
1401301886,,,
821726846,,,
60744871,,,
140230270,,,
074349671X,,,
743422449,,,
425185508,,,
743431014,,,
743418719,,,
61150142,,,
743454537,,,
802142842,,,
1556591403,,,
1401303277,,,
99486830,,,
60845988,,,
399512462,,,
60739681,,,
440242940,,,
385340397,,,
1569715149,,,
440221668,,,
373638493,,,
385302312,,,
184416411X,,,
373638523,,,
373638175,,,
373638167,,,
375504524,,,
1931082898,,,
679732268,,,
940450852,,,
679424784,,,
394701496,,,
394701844,,,
385335997,,,
385335989,,,
385324138,,,
770429459,,,
99911701,,,
345419081,,,
440506816,,,
861711769,,,
805065377,,,
312985347,,,
9684581149,,,
517618877,,,
192839993,,,
571217354,,,
141441143,,,
393975428,,,
679886184,,,
452287987,,,
140437282,,,
8420469432,,,
156029588,,,
156029812,,,
156029049,,,
156260263,,,
015640057X,,,
804001480,,,
156260271,,,
140139400,,,
1586853333,,,
786715790,,,
750244917,,,
2070536289,,,
8433920863,,,
3499158477,,,
767915305,,,
143037390,,,
375708219,,,
380818957,,,
071267716X,,,
517539497,,,
393099415,,,
694524751,,,
60765453,,,
60652926,,,
684823780,,,
60652896,,,
800783360,,,
312263236,,,
842331913,,,
805210539,,,
674854292,,,
809037726,,,
805210199,,,
809023091,,,
805210288,,,
936077492,,,
936077093,,,
505522748,,,
1578569508,,Failure (Psychology),"Reveals the weaknesses of today's new breed of leader, as well as the Bible's most famous ones. It supplies practical direction to anyone who aspires to be a more effective leader, showing that a limping leader is the person God uses to accomplish amazing things."
452280672,,,
452287073,,,
764586629,,,
451137094,,,
451143426,,,
014118616X,,,
140264922,,,
141186178,,,
014002476X,,Fiction,"Marian Taylor accepts a position as companion to Mrs. Hannah Crean-Smith, and gradually comes to the opinion that she is a prisoner of her husband"
140031766,,,
6496873,,,
000649689X,,,
6496903,,,
000649692X,,,
140020039,,,
517170779,,,
751533939,,,
751533114,,,
553563505,,,
312980167,,,
446362662,,,
2268041042,,,
446359203,,,
553572989,,,
446364754,,,
451025016,,,
99455447,,,
375704027,,,
037571894X,,,
7175191,,,
20421907,,,
1416905278,,,
689840330,,,
394239105,,,
394757645,,,
811215806,,,
307114635,,,
140014454,,,
1400078474,,,
307264882,,,
140003342X,,,
452287065,,,
292760280,,,
679411674,,,
1400076218,,,
452283868,,,
1400033438,,,
452263492,,,
99760010,,,
2264026219,,,
1400033446,,,
1566915902,,,
345476093,,,
045121658X,,,
486431673,,,
1593080360,,,
375753141,,,
1931082081,,,
2859405461,,,
3442726328,,,
766144739,,,
451526910,,,
965020452,,,
1418503460,,,
898401879,,,
785264698,,,
842387463,,,
842387455,,,
1414307640,,Fiction,"Deep in preparations for her marriage to Dayne, Katy receives tragic news that sends her and the Baxters to Los Angeles, where Luke wrestles with his troubled feelings and the family must pull together to cope with the paparazzi and gossip."
031024756X,,,
842382895,,,
446579629,,,
842386882,,,
842356223,,,
842387447,,,
84386874,,,
679722319,,,
375703802,,,
679748644,,,
679723692,,,
679760237,,,
747574650,,,
802136680,,,
679745130,,,
312243359,,,
312361750,,,
067978117X,,,
375704256,,,
394577299,,,
671727796,,,
1576839508,,,
140189440,,,
1400095417,,,
449001156,,,
044900113X,,,
1400031044,,,
2207254410,,,
2266106341,,,
220724038X,,,
2268043185,,,
2226074740,,,
3442353920,,,
761104844,,,
380789175,,,
067162413X,,,
671739441,,,
671743074,,,
671769928,,,
671731424,,,
067176991X,,,
671743058,,,
671737767,,,
671741039,,,
042518160X,,Horror in mass media,"The master of horror explores the phenomenon of horror in a century of film, television, radio, and literature in his first work of non-fiction now available in this newly repackaged edition."
1587671409,,,
451933028,,,
2226131906,,,
965796930,,,
582418178,,,
452253802,,,
340820462,,,
450040186,,,
9506440824,,,
045052468X,,,
471782475,,,
671042858,,,
743525876,,,
453005071,,,
060981088X,,Cuentos populares de terror,"El gran gusano hediondo se ha enseñoreado de la aldea abandonada y no permitirá que nadie acabe con sus misas negras. La máquina planchadora ha probado la sangre de una virgen y quiere más, mucho más, y su macabro deseo no se detendrá ante nada. Los amplios maizales imponen a los chicos sus sanguinarios ritos... El umbral de la noche nos transporta a un mundo de terrores imposibles pero que están ahí: a la vuelta de la esquina, en un maizal, en un pueblo abandonado, en una lavandería, debajo de la cama o tras la puerta de ese armario que ni siquiera rechina..."
9998691567,,,
8401321689,,,
067401829X,,Architecture,"Illustrated throughout and written with verve, this text will provide pleasure and insight to a wide audience of scholars, admirers of Dickinson's poetry and garden lovers everywhere."
674530802,,,
674018249,,,
385487185,,,
385720254,,,
60732601,,,
375704469,,,
306812991,,,
385493916,,,
750934220,,,
807611689,,,
061873516X,,,
99771810,,,
375707212,,,
679772596,,,
679749047,,,
679444599,,,
307264653,,,
345464567,,,
449911632,,,
878057005,,,
449911942,,,
30420563,,,
60845309,,,
60927542,,,
60928697,,,
60975946,,,
7195303,,,
375724427,,,
1400033888,,,
1400078652,,Fiction,"From the Nobel Prize winner and acclaimed author of My Name is Red—a brilliantly unconventional mystery of a missing wife, and a provocative meditation on identity. “A glorious flight of dark, fantastic invention.” —The Washington Post Galip is a lawyer living in Istanbul. His wife, the detective novel–loving Ruya, has disappeared. Could she have left him for her ex-husband or Celâl, a popular newspaper columnist? But Celâl, too, seems to have vanished. As Galip investigates, he finds himself assuming the enviable Celâl's identity, wearing his clothes, answering his phone calls, even writing his columns. Galip pursues every conceivable clue, but the nature of the mystery keeps changing, and when he receives a death threat, he begins to fear the worst. With its cascade of beguiling stories about Istanbul, The Black Book is a brilliantly unconventional mystery, and a provocative meditation on identity. For Turkish literary readers it is the cherished cult novel in which Orhan Pamuk found his original voice, but it has largely been neglected by English-language readers. Now, in Maureen Freely’s beautiful translation, they, too, may encounter all its riches. A Translation and Afterword by Maureen Freely"
571164668,,,
9707707763,,,
1929001150,,Color photography,"Repressed personal experiences, neglected battles, forgotten civilizations are offered in Granta 85-an issue that excavates the unfairly buried event, the secret life, the overlooked war. With Diana Athill on losing her baby, Amit Chaudhuri on the Indian tailor who became the face of a riot, Giles Foden on the origins of The African Queen, plus new fiction by T. C. Boyle and Anne Enright."
8466368876,,Illumination of books and manuscripts,"Set in sixteenth-century Istanbul during the reign of Ottoman Sultan Murat III, involves the death of Master gilder Elegant Effendi, who has been killed by a fellow artist, and is narrated by numerous characters within the novel."
811211738,,,
080215042X,,,
674821068,,,
811208990,,,
156003651,,,
413715000,,,
676503187,,,
395859972,,,
1400041260,,Fiction,"Penelope Fitzgerald, who died in 2000, emerged late in life as one of the most remarkable English writers of the last century. She began her writing career in 1975 at the age of fifty-nine, and over the next two decades she published three biographies, nine novels, and a collection of short stories. Now three of her acclaimed novels are gathered here in one volume. The Bookshop is a postwar tragicomedy of manners, set in an isolated seaside town where an enterprising woman opens a bookstore only to find it beset by poltergeists, weather, and hostile townsfolk. The Gate of Angels is an Edwardian romance within a novel of ideas: a young doctor devoted to science and to his all-male Cambridge college finds his life and views disrupted by a nurse named Daisy. The Blue Flower, which won the National Book Critics Circle Award, revitalizes historical drama through the story of Novalis, an eighteenth-century German romantic poet and visionary genius, and his unlikely love affair with a simple child-woman. These three novels all display Fitzgerald’s characteristic wit, intellectual breadth, and narrative brilliance, applied to an array of traditional forms into which she breathed new life."
99282194,,,
312424094,,,
60557567,,,
006079528X,,,
140283307,,,
2868698220,,,
743273060,,,
743203968,,,
552992097,,,
552120405,,,
3257211945,,,
8472238660,,Fiction,"En meget utraditionel families skæbne op gennem 1950'erne og 1960'erne som ejere af flere hoteller efter hinanden, først i New Hampshire, siden i Wien og sidst i New York, sidstnævnte som et center for voldtægtsofre"
61125644,,,
345484401,,,
452280192,,,
081297655X,,,
60816228,,,
60735252,,,
452275008,,,
99582015,,,
143036394,,,
521010500,,,
60521228,,,
689863624,,,
1583377824,,,
333666380,,,
1889032204,,,
99285568,,,
009928555X,,Americans,"The day after Peter Leverett met his old friend Mason Flagg in Italy, Mason was found dead. The hours leading up to his death were a nightmare for Peter - both in their violence and in their maddening unreality.The blaze of events which followed was, Peter soon realised, ignited by a conflict between two men- Mason Flagg himself and Cass Kinsolving, a tortured, self-destructive painter, a natural enemy and prey to the monstrous evil of Mason Flagg.Three events - murder, rape and suicide - explode in this relentless and passionate novel, almost overwhelming in its conception of the varieties of good and evil."
679643524,,,
881927694,,,
224014013,,,
60528877,,,
1400033616,,Fiction,"NEW YORK TIMES BESTSELLER • ""A tightly woven, well-written story about mothers and daughters, highs and lows, ex-husbands and boyfriends.... Universally touching."" —San Francisco Chronicle Trina is eighteen and suffers from bi-polar disorder, making her paranoid, wild, and violent. Frightened by her own child, Keri searches for help, quickly learning that the mental health community can only offer her a seventy-two hour hold. After these three days Trina is off on her own again. Fed up with the bureaucracy and determined to save her daughter by any means necessary, Keri signs on for an illegal intervention known as The Program, a group of radicals who eschew the psychiatric system and model themselves after the Underground Railroad. In the upheaval that follows, she is forced to confront a past that refuses to stay buried, even as she battles to secure a future for her child."
99471426,,,
140189386,,,
143039571,,,
142437832,,,
159853002X,,,
553588184,,,
553588192,,,
452286034,,,
553587080,,,
553587064,,,
553587072,,,
452285933,,,
3518376780,,,
1892391368,,,
451457633,,,
345289676,,,
451452887,,,
1885972105,,Magic,"The Essential Guide opens the door to the darkly resplendent worlds of the Left Hand Path. Part philosophical treatise, part ontological stand-up comedy, and part magical practicum, this book makes clear what many other books have only hinted at. For people with wit and perseverance, this book is a training manual for super-men and women. Don Webb has been a practitioner of the Left hand path since the 1970s. He is the former High Priest of the Temple of Set, the world's largest Left Hand Path organization, and the author of the best-selling Seven Faces of Darkness."
207036187X,,,
312852533,,,
765344971,,,
2070394824,,,
1400042550,,,
679733841,,,
679720227,,,
691120048,,,
679764011,,,
380731819,,,
1883011493,,,
140237518,,,
1597800449,,,
553575376,,,
743421922,,,
074341196X,,,
3453196791,,,
948877480,,,
316640166,,,
143039032,,,
801881854,,,
192837621,,,
312264895,,,
014002154X,,,
61137367,,,
1931082197,,,
61137030,,,
872860027,,,
1931082200,,,
006083482X,,Fiction,"The Sheltering Sky is a landmark of twentieth-century literature. In this intensely fascinating story, Paul Bowles examines the ways in which Americans' incomprehension of alien cultures leads to the ultimate destruction of those cultures. A story about three American travelers adrift in the cities and deserts of North Africa after World War II, The Sheltering Sky explores the limits of humanity when it touches the unfathomable emptiness and impassive cruelty of the desert. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more."
61139637,,,
373760035,,,
140030344,,,
764200925,,,
60853972,,,
159497098X,,,
631231277,,,
60936649,,,
415254086,,,
24288101,,,
631169407,,,
674954017,,,
140159959,,,
1566631327,,,
61312118,,,
300093055,,,
295976918,,,
2707301485,,,
1840025956,,Comics & Graphic Novels,Fifty years ago Sir Peter Hall directed the English world premiere of Samuel Beckett's Waiting for Godot. Now he has returned to this quintessential absurdist piece that has become one of the most important works of modern drama. Jonathan Croall combines an account of this theatrical journey with an informative history of the play.
802130798,,,
802151108,,,
159915014X,,,
014018922X,,,
048628459X,,,
1590171152,,,
941419746,,,
802141943,,,
413575608,,,
373247958,,,
689851324,,,
307274977,,,
553346113,,,
805069852,,,
743277708,,,
60935456,,,
517289369,,,
618445579,,,
618339248,,,
521402409,,,
374529264,,,
60593245,,,
141185600,,,
679725229,,,
679726098,,,
140150331,,,
1551111721,,,
192801732,,,
525467343,,,
805069860,,,
1400040663,,Fiction,"At the behest of his surgical mentor, a young Austrian medical student poses as a law student to journey to a remote mining town in order to observe Strauch, an aging painter and brother of his mentor, without letting Strauch know his true occupation, and becomes caught up in the lives of the mad artist and a colorful assortment of local characters, in the first English edition of the author's debut novel."
486275507,,,
188301106X,,Drama,"A scholarly, annotated, and uniquely comprehensive edition gathers all of Frost's major poetry, a selection of previously unanthologized poems, and the most extensive offering of his prose writings ever published, along with an essay on the texts by the editors."
805063412,,,
679763961,,,
822210894,,,
811216020,,,
674842111,,,
1586634496,,,
822005336,,,
141439505,,,
159113644X,,Fiction,"A draft evader, who poses as a Vietnam war hero, tries to join the Foreign Legion, but is rejected. Intent on fulfillment, but as a freelance photographer now, he follows the Legion to Africa and is transformed, body and soul."
786809930,,,
865475245,,,
226469441,,,
143059289,,,
856686271,,,
786809310,,,
811212696,,,
140437916,,,
887380050,,,
375400702,,,
892969598,,,
60974362,,,
930330013,,,
031229543X,,,
142437263,,,
679783385,,,
743487567,,,
1587263831,,,
074326469X,,Adultery,"This SAT study edition of Hawthorne's classic novel features vocabulary wordshighlighted throughout the text, definitions for each highlighted word on thefacing page, and a word-pronunciation guide."
764587242,,,
486285154,,,
804741719,,,
679783393,,,
014044923X,,,
521599636,,,
439635810,,,
375760814,,,
2864240157,,,
140280464,,,
3492230024,,,
2266104462,,,"Deux femmes. La première vit à New York. ""Ni d'ici, ni de là-bas"", Américaine de mère japonaise, Jane Takagi-Little est une femme libre et indépendante, journaliste de profession. Akiko Veno, elle, vit à Tokyo, confinée dans un lugubre gratte-ciel de banlieue, épouse humiliée et soumise d'un publicitaire qui ne pense qu'à une chose, la faire grossir pour que son corps diaphane puisse enfin lui donner des enfants. Jane a été chargée d'animer des émissions télé visant à exporter le rêve américain et le bœuf U.S. dans les foyers nippons. Dès lors leurs destins vont se croiser. Une rencontre riche de révélations sur les hormones, l'amour, les différences culturelles, l'écologie... et sur elles-mêmes."
743243803,,,
99276496,,,
009943752X,,,
1582343896,,,
679454683,,,
847826694,,,
375707255,,,
679726225,,,
758207301,,,
811216543,,,
143036599,,,
295981466,,,
393979164,,,
385721005,,,
345476328,,,
684837935,,,
081120135X,,,
940322714,,,
440204933,,,
345494024,,,
670800333,,,
517391732,,,
60930055,,,
743297318,,,
684867850,,,
413712001,,,
940450496,,,
940450488,,,
394536495,,,
312265050,,,
375700811,,,
1560258241,,,
452272793,,,
141182571,,,
515124796,,,
1933372192,,,
99766817,,,
075821409X,,,
307278360,,,
375706674,,,
312311338,,,
679642420,,,
1592574718,,Calculus,"Let's face it- most students don't take calculus because they find it intellectually stimulating. It's not . . . at least for those who come up on the wrong side of the bell curve! There they are, minding their own business, working toward some non-science related degree, when . . . BLAM! They get next semester's course schedule in the mail, and first on the list is the mother of all loathed college courses . . . CALCULUS! Not to fear-The Complete Idiot's Guide to Calculus, Second Edition, like its predecessor, is a curriculum-based companion book created with this audience in mind. This new edition continues the tradition of taking the sting out of calculus by adding more explanatory graphs and illustrations and doubling the number of practice problems! By the time readers are finished, they will have a solid understanding (maybe even a newfound appreciation) for this useful form of math. And with any luck, they may even be able to make sense of their textbooks and teachers."
679772642,,,
140127224,,,
872863808,,,
60920645,,,
72434171,,,
60915188,,,
375703470,,,
61239534,,,
1594481571,,,
1582430543,,Fiction,"Newly divorced, Nan Goodman returns to her childhood home and to vivid thoughts of her eccentric yet warm family, and of the feelings of security and warmth of a bygone era."
1400079098,,Family & Relationships,"With the same brilliant combination of humor and warmth she brought to bestseller Bird by Bird, Anne Lamott gives us a smart, funny, and comforting chronicle of single motherhood. It’s not like she’s the only woman to ever have a baby. At thirty-five. On her own. But Anne Lamott makes it all fresh in her now-classic account of how she and her son and numerous friends and neighbors and some strangers survived and thrived in that all important first year. From finding out that her baby is a boy (and getting used to the idea) to finding out that her best friend and greatest supporter Pam will die of cancer (and not getting used to that idea), with a generous amount of wit and faith (but very little piousness), Lamott narrates the great and small events that make up a woman’s life. ""Lamott has a conversational style that perfectly conveys her friendly, self-depricating humor."" -- Los Angeles Times Book Review ""Lamott is a wonderfully lithe writer .... Anyone who has ever had a hard time facing a perfectly ordinary day will identify."" -- Chicago Tribune"
141007451,,,
812967941,,,
184159105X,,Humorous stories,"Gussie Fink-Nottle simply must marry Madeline Bassett or Bertrand Wooster will be obliged to proffer the ring in his stead. In a daring attempt at securing the engagement, Jeeves and Bertie visit a rural leper colony."
345457374,,,
143038109,,,
689806167,,,
055299801X,,,
785282092,,,
143039865,,,
395500761,,,
395706742,,,
395547032,,,
312277105,,,
156189216,,,
188301154X,,Fiction,"The first anthology to gather all of the author's longer fiction ranges from 1942's The Robber Bridegroom, depicting the legends of Mississippi's past, to The Optimist's Daughter, which earned Welty the Pulitzer Prize in 1972."
878055290,,,
679642706,,,
61124192,,,
679728821,,,
679730044,,,
015636090X,,,
674639278,,,
374525641,,,
805076883,,,
1595581340,,Philosophy,"""Chomsky vs Foucault"" deals with current affairs/political science."
1583225366,,,
158322565X,,,
1904859208,,,
1852421177,,,
052167493X,,Language Arts & Disciplines,"Long-awaited third edition of Chomsky's outstanding essays on language and mind, with two additional chapters and a new preface."
1594513120,,Amerika Birleşik Devletleri,"In their new book, Chomsky and Achcar bring a keen understanding of the internal dynamics of the Middle East and of the role of the United States, covering such topics as terrorism, fundamentalism, conspiracies, oil, and democracy as well as the wars in Iraq and Afghanistan."
1878825011,,,
080507967X,,,
742529789,,,
262530074,,,
415926327,,,
60578122,,,
192822756,,,
60578114,,,
143037498,,,
61059471,,,
375760385,,,
375760377,,,
812970438,,,
812969820,,,
449207331,,,
449452697,,,
609810901,,,
9685957002,,,
743437497,,,
743536991,,,
1417618256,,,
61238228,,,
739461192,,,
451529251,,,
333581296,,,
141185538,,,
553572822,,,
143038192,,,
440979757,,,
067964248X,,,
1860491812,,,
375756868,,,
142437964,,,
1593083777,,France,"Presents the first book of Proust's monumental work ""Remembrance of Things Past"", introducing such themes as the destructive force of obsessive love, the allure and the consequences of transgressive sex, and the selective eye that shapes memories."
1414243677,,,
373289804,,,
786711647,,,
553566407,,,
014011890X,,,
143036939,,,
1933618086,,,
595377106,,,
226424154,,,
679455132,,,
434010537,,,
140158766,,,
