id,title,isbn,page_count,publishing_date,form,publisher,language,author,illustrator,originally_published,genres,subject,awards,nominations,characters,description,sub_title
AUg1fPViARQC,The Various Haunts of Men,"9781585678761, 1585678767",438,"April 19, 2007",Hardcover,Harry N. Abrams,English,Susan Hill,,2004,"Mystery, Crime Fiction","Fiction / Mystery & Detective / Traditional, England -- Fiction, Missing persons -- Fiction, Police -- Fiction -- England, Serrailler, Simon (Fictitious character) -- Fiction, Missing persons -- Fiction -- England, Mystery fiction",,Theakston's Old Peculier Crime Novel of the Year Award,,"As the story begins, a lonely woman vanishes while out on her morning run. Then a 22-year-old girl never returns from a walk. An old man disappears too. When fresh-faced policewoman Freya Graffham is assigned to the case, she runs the risk of getting too invested--too involved--in the action. Alongside the enigmatic detective Chief Inspector Simon Serrallier, she must unravel the mystery before events turn too gruesome. Written with intelligence, compassion, and a knowing eye--in the tradition of the fabulous mysteries of Ruth Rendell and P.D. James--The Various Haunts of Men is an enthralling journey into the heart of a wonderfully developed town, and into the very mind of a killer.",A Simon Serrailler Mystery
VOKMyAEACAAJ,"Cicero's Books of Friendship, Old Age, and Scipio's Dream","9781406955811, 1406955817",262,"August 3, 2019",Paperback,HardPress,English,,,1884,,,,,,"This is a reproduction of the original artefact. Generally these books are created from careful scans of the original. This allows us to preserve the book accurately and present it in the way the author intended. Since the original versions are generally quite old, there may occasionally be certain imperfections within these reproductions. We're happy to make these classics available again for future generations to enjoy!",
YwvePwAACAAJ,Culture Shock! Laos,"9781857331646, 1857331648",211,1997,Paperback,"Bravo, Limited",English,Stephen Mansfield,,1997,,"Etiquette -- Laos, Laos -- Description and travel -- Social life and customs, Laos -- Guidebooks, Laos -- Social life and customs -- Civilization",,,,"A travel handbook from the CULTURE SHOCK! series which details the culture, society, customs and etiquette of Laos, designed for business visitors, travellers and students.",
uKeezwEACAAJ,Cool Memories,,234,1990,,Verso,English,Jean Baudrillard,,1987,,"Civilization, Western, Aphorisms and apothegms, Manners and customs, Philosophers -- Diaries -- France, Social history -- Miscellanea, Sociologists -- Diaries -- France",,,,,Volume 1
lnWREAAAQBAJ,Hijos de la medianoche / Midnight's Children,"9788497934329, 8497934326",800,"August 30, 2016",Paperback,PRH Grupo Editorial,Spanish,Salman Rushdie,,1981,"Novel, Magical Realism, Historical Fiction, Historiographic metafiction",,"The Best of the Booker, Booker Prize, James Tait Black Memorial Prize - Fiction","The Best of the Booker, Booker Prize",,"Esta es la historia de Saleem Sinai, nacido en Bombay al filo de la medianoche del 15 de agosto de 1947, en el momento mismo en que la India, entre fuegos artificiales y multitudes, alcanza su independencia.

El destino de Saleem queda inexorablemente unido al de su país, y sus peripecias personales reflejarán siempre la evolución política de la India o serán reflejadas por ella. Hijos de la medianoche es una asombrosa novela que combina magistralmente magia y humor, compromiso político, fantasía y humanidad.

La crítica ha dicho...

Una de las grandes novelas del siglo. -ABC

Salman Rushdie se ha ganado el derecho de ser designado uno de nuestros mayores narradores. -The Observer

Hijos de la medianoche vuelve a trazar el mapa literario de la Ind...",
5yQLAAAACAAJ,The Prime of Miss Jean Brodie,"9781857152746, 1857152743",462,2004,Hardcover,Everyman,English,Muriel Spark,,2004,"Coming-of-age story, Psychological Fiction","Bible -- Fiction -- Study and teaching, Canadians -- Fiction -- France, France -- Fiction, Lovers -- Fiction, Runaway husbands -- Fiction, Travel -- Fiction, Women teachers -- Fiction, World War, 1939-1945 -- Fiction -- England -- London, Young women -- Fiction -- England -- London, Girls -- Fiction, Novelists, Scottish -- 20th century, Scotland -- Fiction, Teacher-student relationships -- Fiction, Women teachers -- Fiction -- Scotland -- Edinburgh",,,,"Sparks most celebrated novel, The Prime of Miss Jean Brodie, tells the story of a charismatic schoolteachers catastrophic effect on her pupils. The Girls of Slender Means is a beautifully drawn portrait of young women living in a hostel in London in the giddy postwar days of 1945. The Drivers Seat follows the final haunted hours of a woman descending into madness. And The Only Problem is a witty fable about suffering that brings the Book of Job to bear on contemporary terrorism. All four novels give evidence of one of the most original and unmistakable voices in contemporary fiction. Characters are vividly etched in a few words; earth-shaking events are lightly touched on. Yet underneath the glittering surface there is an obsessive probing of metaphysical questions: the meaning of good and evil, the need for salvation, the search for significance.",The Girls of Slender Means ; The Driver's Seat ; The Only Problem
UqzTS5BpprEC,"The Prime of Miss Jean Brodie, The Girls of Slender Means, The Driver's Seat, The Only Problem","9781400042067, 1400042062",462,"April 6, 2004",Hardcover,Knopf Doubleday Publishing Group,English,Muriel Spark,,2004,"Coming-of-age story, Psychological Fiction","Fiction / Coming of Age, Fiction / Literary, Fiction / Women, Bible -- Fiction -- Study and teaching, Canadians -- Fiction -- France, English drama (Collections)., Fiction / Classics, France -- Fiction, Lovers -- Fiction, Runaway husbands -- Fiction, Travel -- Fiction, Women teachers -- Fiction, World War, 1939-1945 -- Fiction -- England -- London, Young women -- Fiction -- England -- London",,,,"The brevity of Muriel Spark’s novels is equaled only by their brilliance. These four novels, each a miniature masterpiece, illustrate her development over four decades. Despite the seriousness of their themes, all four are fantastic comedies of manners, bristling with wit.
  Spark’s most celebrated novel, The Prime of Miss Jean Brodie, tells the story of a charismatic schoolteacher’s catastrophic effect on her pupils. The Girls of Slender Means is a beautifully drawn portrait of young women living in a hostel in London in the giddy postwar days of 1945. The Driver’s Seat follows the final haunted hours of a woman descending into madness. And The Only Problem is a witty fable about suffering that brings the Book of Job to bear on contemporary terrorism.
&nbsp...",Introduction by Frank Kermode
dUUPoukT5yUC,Hokkaido Highway Blues,"9781841952888, 1841952885",344,2003,Paperback,Canongate Books,English,Will Ferguson,,1998,"Travel literature, Humor","Hitchhiking -- Japan, Japan -- Description and travel",,,,"It had never been done before. Not in 4000 years of Japanese recorded history had anyone followed the Cherry Blossom Front from one end of the country to the other. Nor had anyone hitchhiked the length of Japan. But, heady on sakura and sake, Will Ferguson bet he could do both.
The resulting travelogue is one of the funniest and most illuminating books ever written about Japan. And, as Ferguson learns, it illustrates that to travel is better than to arrive.",Hitchhiking Japan
wmRRxZRWfnAC,Happiness,"9780060525101, 006052510X",320,"June 3, 2003",Paperback,HarperCollins,English,Will Ferguson,,2001,"Fiction, Humor","Fiction / General, Fiction / Humorous / General, Publishers and publishing, Publishers and publishing -- Fiction, Satire, Self-help techniques, Self-help techniques -- Fiction",,,,"Why would there be a contract out on Edwin de Valu's life? Edwin -- the wiry low-level editor at Panderic Press. Why has rage disappeared from the roads and McDonald's gone alfalfa? How come everyone seems so damn happy? And most importantly, who, or what, is Tupak Soiree?
When an enormous self-help manuscript lands on Edwin's desk, it's headed for the trash. Edwin's cynicism of self-help books, coupled with his filthy mood that morning, results in him dismissing Tupak Soiree's What I Learned on the Mountain and using it as a doorstop. However, Tupak's manuscript is unique -- a self-help book that actually works. Before Edwin knows it, a chain of events begins that affects not only his own life but the world at large.
For those who choke on Chicken Soup for the Soul or have choice words for Dr. Phil, Will Ferguson offers up a killer dose of Happiness™ -- a masterpiece of comic fiction.",
Z26PEAAAQBAJ,Adam and Eve and Pinch Me,"9781400031184, 1400031184",368,"January 14, 2003",Paperback,Knopf Doubleday Publishing Group,English,Ruth Rendell,,"August 30, 2001","Mystery, Crime fiction, Psychological Fiction","Fiction / Mystery & Detective / Traditional, London (England) -- Fiction, Serial murderers -- Fiction, Serial murders -- Fiction, Accidents -- Fiction, English fiction, Missing persons -- Fiction",,,,"Minty’s boyfriend, Jock, was killed in the disastrous train wreck at Paddington, shortly after he borrowed all her savings. Now he has come back to haunt her. Zillah lost her estranged husband, Jerry, in that same accident. She is not convinced he is actually dead, but for reasons of her own decides not to pursue the matter. Fiona’s fiancé, Jeff, has simply disappeared–quite inexplicably since she was supporting him in style.

In her ingeniously unnerving new novel, Ruth Rendell deftly traces the connections among these women–and between them a series of vicious stabbings terrifying London. Adam and Eve and Pinch Me is a masterpiece of malice and psychological suspense.",
LhmyuQAACAAJ,Sense and Sensibility (Barnes & Noble Classics),"9781593083366, 159308336X",352,"October 21, 2004",Hardcover,Barnes & Noble Classics,English,Jane Austen,,1811,"Novel, Fiction, Romance novel","Domestic fiction, England -- Fiction, more",,,"Elinor Dashwood, Marianne Dashwood, Colonel Brandon, John Willoughby, Edward Ferrars, Mrs. Dashwood, Mrs. Jennings, Lucy Steele, John Dashwood, Lady Middleton, Margaret Dashwood, Sir John Middleton, Robert Ferrars, Mrs. Ferrars, Mr. Dashwood, Mr. Palmer, Mrs. Palmer, Fanny Dashwood, Anne Steele","Sense and Sensibility, by Jane Austen, is part of the Barnes & Noble Classicsseries, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics
New introductions commissioned from today's top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the reader's viewpoints and expectations Bibliographies for further re...",
5oGTAAAACAAJ,Dancing On Air,"9781553100669, 1553100662",170,April 2004,Hardcover,Ash-Tree Press,English,Frances Oliver,,July 1993,"Fantasy Fiction, Mystery, Hard science fiction","Ghost stories, Horror tales",,"Hugo Award for Best Novelette, Nebula Award for Best Novella",,,
pPtFlQEACAAJ,Everything I Needed to Know About Being a Girl I Learned from Judy Blume,"9781416531043, 1416531041",275,"June 5, 2007",Hardcover,Gallery Books,English,,,"June 5, 2007","Biography, Autobiography","Biography & Autobiography / Personal Memoirs, Literary Collections / Essays, American literature -- History and criticism -- 20th century, Children's literature, American -- History and criticism, Young adult fiction, American -- History and criticism",,,,"""""I wonder if Judy Blume really knows how many girls' lives she affected. I wonder if she knows that at least one of her books made a grown woman finally feel like she'd been a normal girl all along. . . ."""" -- FROM
Everything I Needed to Know About Being a Girl I Learned from
Judy Blume
Whether laughing to tears reading ""Otherwise Known as Sheila the Great"" or clamoring for more unmistakable ""me too!"" moments in ""Are You There God? It's Me, Margaret,"" girls all over the world have been touched by Judy Blume's poignant coming-of-age stories. Now, in this anthology of essays, twenty-four notable female authors write straight from the heart about the unforgettable novels that left an indelible mark on their childhoods and still influence them today. After growing up from ""Tales of a Fourth Grade Nothing"" into ""Smart Women,"" these writers pay tribute, through their reflections and most cherished memories, to one of the most beloved authors of all time.",
A2BVoA4ky_YC,Collected poems,"9781400076581, 1400076587",84,"August 10, 2004",Trade paperback,Penguin Publishing Group,English,Chinua Achebe,,August 2004,,"Literary Collections / African, Poetry / African, Poetry / Subjects & Themes / Places, Literary Criticism / Poetry, Nigeria -- Poetry",,,,"""The father of African literature in the English language and undoubtedly one of the most important writers of the second half of the twentieth century."" --Caryl Phillips, The Observer

Chinua Achebe's award-winning poems are marked by a subtle richness and the political acuity and moral vision that are a signature of all of his work. Focused and powerful, and suffused with wisdom and compassion, Collected Poems is further evidence of this great writer's sublime gifts and it is an essential part of the oeuvre of a giant of world literature.",
UHxnDwAAQBAJ,The Blazing Center Study Guide,"9781590526859, 1590526856",112,"July 3, 2006",Paperback,Crown Publishing Group,English,Desiring God,,"July 3, 2006",,"Religion / Christian Living / Spiritual Growth, Religion / Christian Ministry / Adult, Religion / Theology",,,,"What Do You Revolve Around?

All the planets of your life—from your labor and leisure to your thinking and feeling—are held in orbit by the greatness, gravity, and blazing brightness of Jesus Christ at the center of your life. When He ceases to be the center, the planets of your life fly into confusion, sending a hundred things out of control. Pastor John Piper’s powerful teaching is recorded during an intimate retreat for youth leaders and students onto three The Blazing Center DVDs. With the study guide, this is an ideal package for adult and youth Sunday school classes, small groups, retreats, classrooms, and families. Discover surprising insights about the reality of sin, how your love for God is really revealed, and how only joy in Him will sustain you through times of suf...",The Soul-Satisfying Supremacy of God in All Things
QlvbMgEACAAJ,Mandala Sand Art Kit,"9781560107668, 1560107669",8,2004,Hardcover,Walter Foster Publishing,English,"Walter Foster Publishing, Walter Foster, Walter Foster Creative Team",,,,,,,,"- 8-page Mandala Sand Art book
- Mandala Coloring Book
- 8 pre-cut sticker sheets
- 10 sand pens
- 4 double-sided colored pencils
- sand art board
- drawing pencil
- circle stencil
- glitter
- white glue",
r6JNEAAAQBAJ,The Last Shogun,,256,"August 20, 2004",Paperback,Kodansha USA,English,Ryotaro Shiba,,,,"Fiction / Biographical, Fiction / Historical / General, History / Asia / Japan, Historical fiction, Japan -- Kings and rulers -- History, Shoguns -- Biography",,,,"In Ryotaro Shiba's account of the life of Japan's last shogun, Perry's arrival off the coast of Japan was merely the spark that ignited the cataclysm in store for the Japanese people and their governments. It came to its real climax with the fall of the Tokugawa shogunate in 1868, the event which forms the centerpiece of this book. The Meiji Restoration—as history calls it—toppled the shogunate, and brought a seventeen-year-old boy emperor back from the secluded Imperial Palace in Kyoto to preside over what amounted to a political and cultural revolution. With this, Japan's extraordinary self-modernization began in earnest. Coming to power just as the Tokugawa regime was suffering the worst military defeat in its history, Yoshinobu strongly suspected that the rule of the Tokugawas—the t...",The Life of Tokugawa Yoshinobu
fJWTEAAAQBAJ,Case Closed,"9781400034628, 1400034620",607,"September 9, 2003",Paperback,Knopf Doubleday Publishing Group,English,Gerald Posner,,"August 31, 1993","Biography, True crime","History / United States / 20th Century, Political Science / History & Theory, True Crime / Murder / General, Political Science / Political Process / General, Social Science / Conspiracy Theories, POLITICAL SCIENCE / Political Process / Leadership",,Pulitzer Prize for History,,"The assassination of John F. Kennedy on November 22, 1963, continues to inspire interest ranging from well-meaning speculation to bizarre conspiracy theories and controversial filmmaking. But in this landmark book, reissued with a new afterword for the 40th anniversary of the assassination, Gerald Posner examines all of the available evidence and reaches the only possible conclusion: Lee Harvey Oswald acted alone. There was no second gunman on the grassy knoll. The CIA was not involved. And although more than four million pages of documents have been released since Posner first made his case, they have served only to corroborate his findings. Case Closed remains the classic account against which all books about JFK’s death must be measured.",Lee Harvey Oswald and the Assassination of JFK
9Wk8AQAAQBAJ,The South Beach Diet,"9781579546465, 1579546463",310,"April 5, 2003",Hardcover,Harmony/Rodale,English,Arthur Agatston,,2003,"Cookbook, Diet book","Cooking / Health & Healing / Weight Control, Health & Fitness / Diet & Nutrition / Diets, Health & Fitness / Diet & Nutrition / Weight Loss, Diets, Glycemic index, Reducing diets",,,,"The Diet Everyone's Talking About
""I have tried every diet--including Weight Watchers, The Zone, Atkins, Jenny Craig--and have had a difficult time staying on those programs. The South Beach Diet is easy, simple, and delicious. If you want live to be 103 and be shot by your lover's spouse instead of dying of heart disease or diabetes, I suggest you try it!""--Linda Richman, author of I'd Rather Laugh
For years, cardiologist Arthur Agatston, M.D., urged his patients to lose weight for the sake of their hearts, but every diet was too hard to follow or its restrictions were too harsh. Some were downright dangerous. Nobody seemed to be able to stick with low-fat regimens for any length of time. And a diet is useless if you can't stick with it.
So Dr. Agatston develope...","The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss"
W_g-PwAACAAJ,Big Baby,"9781560978008, 1560978007",94,2007,Paperback,Fantagraphics Books,English,Charles Burns,,1999,"Comics, Horror fiction","Comic books, strips, etc -- United States, Detective and mystery comic books, strips, etc, Fantasy comic books, strips, etc, Graphic novels, Boys -- Comic books, strips, etc, Horror comic books, strips, etc",,,,"From the creator of the 2005 hit graphic novel Black Hole comes this new softcover edition of his other masterpiece of modern horror. Big Baby is a particularly impressionable young boy named Tony Delmonte, who lives in a seemingly typical American suburb until he sneaks out of his room one night and becomes entangled in a horrific plot involving summer camp murders and backyard burials. Burns' clinical precision as an artist adds a sinister chill to his droll sense of humor, and his affection for 20th-century pulp fiction permeates throughout, creating a brilliant narrative that perfectly captures the unease and fear of adolescence.",
YBfKjwEACAAJ,Reine des lézards,"9782840558873, 2840558874",62,"October 16, 2002",,Delcourt,French,Charles Burns,,2002,,"Comic books, strips, etc",,,,,Volume 4
SNeHkMXHcd8C,Syntactic structures,"9783110172799, 3110172798",117,2002,Paperback,Mouton de Gruyter,English,Noam Chomsky,,February 1957,,"Generative grammar, Grammar, Comparative and general -- Syntax",,,,"Noam Chomsky's first book on syntactic structures is one of the first serious attempts on the part of a linguist to construct within the tradition of scientific theory-construction a comprehensive theory of language which may be understood in the same sense that a chemical, biological theory is understood by experts in those fields. It is not a mere reorganization of the data into a new kind of library catalogue, nor another specualtive philosophy about the nature of man and language, but rather a rigorus explication of our intuitions about our language in terms of an overt axiom system, the theorems derivable from it, explicit results which may be compared with new data and other intuitions, all based plainly on an overt theory of the internal structure of languages; and it may well provide an opportunity for the application of explicity measures of simplicity to decide preference of one form over another form of grammar.",
UwRwDwAAQBAJ,Company,"9781400079377, 1400079373",338,"March 13, 2007",Paperback,Knopf Doubleday Publishing Group,English,Max Barry,,"January 17, 2006","Novel, Satire, Humor, Humorous Fiction","Fiction / Humorous / General, Fiction / Literary, Fiction / Satire, Business ethics -- Fiction, Corporate culture -- Fiction, Corporations -- Fiction, Satire, Work environment -- Fiction, Young men -- Fiction",,,,"Stephen Jones is a shiny new hire at Zephyr Holdings. From the outside, Zephyr is just another bland corporate monolith, but behind its glass doors business is far from usual: the beautiful receptionist is paid twice as much as anybody else to do nothing, the sales reps use self help books as manuals, no one has seen the CEO, no one knows exactly what they are selling, and missing donuts are the cause of office intrigue. While Jones originally wanted to climb the corporate ladder, he now finds himself descending deeper into the irrational rationality of company policy. What he finds is hilarious, shocking, and utterly telling.",
_UfHQQAACAAJ,Tiempo de matar,"9788408041252, 8408041258",472,2003,Paperback,Planeta,Spanish,John Grisham,,1989,"Novel, Fiction, Legal thriller, Mystery, Legal Story","Mississippi -- Fiction, Murder -- Fiction -- Mississippi, Trials (Murder) -- Fiction -- Mississippi",,,"Jake Tyler Brigance, Carl Lee Hailey, Billy Ray Cobb, Sheriff Ozzie Walls, Tonya Hailey","A Time to Kill is a 1989 legal thriller and debut novel by American author John Grisham. The novel was rejected by many publishers before Wynwood Press eventually gave it a 5,000-copy printing. When Doubleday published The Firm, Wynwood released a trade paperback of A Time to Kill, which became a bestseller.",
j7NV2wa2ixoC,Cookies,"9780060580810, 006058081X",40,"May 2, 2006",Hardcover,HarperCollins,English,Amy Krouse Rosenthal,Jane Dyer,"May 2, 2006",,"Juvenile Fiction / Concepts / Words, Juvenile Fiction / Cooking & Food, Juvenile Fiction / General, Juvenile Fiction / Social Themes / Friendship, Juvenile Fiction / Social Themes / Manners & Etiquette, Conduct of life -- Miscellanea, Cookies -- Miscellanea, Etiquette for children and teenagers -- Juvenile literature, Juvenile Nonfiction / Social Topics / Values & Virtues, Conduct of life -- Juvenile literature, Conduct of life -- Miscellanea -- Juvenile literature, Cookies -- Juvenile literature, Cookies -- Miscellanea -- Juvenile literature, Etiquete -- Juvenile literature, Picture books for children",,,,"From the beloved New York Times bestselling author of I Wish You More, Amy Krouse Rosenthal, a cookie-centric guide to life.
Everyone knows cookies taste good, but these cookies also have something good to say. Open this delectable book to any page and you will find out something about life.
Cookies: Bite-Size Life Lessons is a new kind of dictionary, one that defines mysteries such as ""fair"" and ""unfair"" and what it means to ""cooperate."" At every turn this book is clever, honest, inspirational, and whimsical. Go ahead, take a bite!
Perfect for learning concept words.",Bite-Size Life Lessons
L9x8ZuQBIR0C,The Pursuit of History,"9781405823517, 1405823518",357,2006,Paperback,Pearson Longman,English,"John Tosh, Sean Lang",,1984,,"Great Britain -- Historiography, Historiography, Historiography -- Philosophy -- Methodology, History -- Philosophy -- Methodology",,,,"Reviews of the previous Edition: This is exactly the kind of book to recommend warmly to any student wanting a general introduction to the discipline of history. It is highly accessible and could as easily be handled by the general reader wanting to know what is happening to history today.' ""British Book News"" Tosh provides an excellent introduction to methodology in history which will be read with advantage by historians at any stage of their development.' ""History "" ... admirably up-to-date, well-researched and written with the kind of brio which might alone suggest that history is exciting.","Aims, Methods and New Directions in the Study of Modern History"
h3ENAAAACAAJ,Bite Me!,"9781550225402, 1550225405",425,2002,Paperback,ECW Press,English,Nikki Stafford,,2002,,"Angel (Television program : 1999- ), Buffy, the vampire slayer (Television program), Television actors and actresses -- Biography -- United States, Angel (Fictitious character), Buffy the Vampire Slayer (Fictitious character)",,,,"The grisly adventures of Buffy the Vampire Slayer is watched religiously every week on Channel 4 by an ever-growing army of vamp fanatics. The star of the show, Sarah Michelle Gellar is only 24, but she already has to her credit five films, two soap operas and a global hit-TV show. Buffy fans up and down the country thirst for details about Gellar's life, and this biography will undoubtedly quench that thirst. It's filled with dozens of exclusive photos and original information on every aspect of her career. BITE ME! spotlights Sarah's role in the show and features entertaining commentary on each episode, as well as background information about the stories in them.",An Unofficial Guide to the World of Buffy the Vampire Slayer
78qiuQAACAAJ,Pedro Páramo,"9788408045755, 840804575X",290,2002,Hardcover,Planeta,Spanish,Juan Rulfo,,1969,,"Mexican fiction -- 20th century, Jalisco (Mexico) -- Fiction, Magic realism (Literature), Mexico -- Fiction, Peasants -- Fiction -- Mexico -- Jalisco",,,,"Este volumen reúne la obra fundamental de Rulfo, un autor insoslayable en la literatura latinoamericana. Tanto en la novela como en la colección de relatos, el autor nos transporta con gran maestría de lo real a lo fantástico por medio de un estilo vigoroso y poético. Si, el primero de los cuentos de este volumen, describe con exquisita sobriedad, la vida de los campesinos de Jalisco; el segundo lleva el dolor mexicano a su forma más universal y trasciende la historia real sin olvidarla. Profundamente enraizada en lo popular, la narrativa del autor revela con conmovedora fuerza la cotidiana realidad de un mundo a la vez violento y lírico. Cuando se van a cumplir 50 años de la publicación de este libro, esta narrativa representa la aportación básica a la literatura contemporánea en lengua castellana.",El llano en llamas
1H1AAAAAYAAJ,Pedro Páramo,"9783518014349, 351801434X",133,1999,,Suhrkamp,German,"Juan Rulfo, Mariana Frenk",,"July 18, 1955","Novel, Fiction",,,,"Juan Preciado, Miguel Páramo, Susana San Juan, Father Rentería, Fulgor Sedano, Pedro Páramo, Dorotea – narrator","Pedro Páramo is a novel written by Mexican writer Juan Rulfo. The novel tells the story of Juan Preciado, a man who promises his mother on her deathbed to meet Preciado's father for the first time in the town of Comala, only to come across a literal ghost town. That is, populated by spectral characters.",Roman
R7y1PEKjVc0C,The Anthology At The End Of The Universe,"9781932100563, 1932100563",240,"April 28, 2005",Trade paperback,BenBella Books,English,,,"March 11, 2005",,"Literary Criticism / European / English, Irish, Scottish, Welsh, Literary Criticism / Science Fiction & Fantasy, Dent, Arthur (Fictitious character), Prefect, Ford (Fictitious character), Science fiction, English -- History and criticism",,,,"Every aspect of the science fiction classic The Hitchhiker's Guide to the Galaxy is analyzed in a variety of quirky ways in this collection of essays. Topics include the logistics of the restaurant at the end of the universe, how the Internet is creating the real Hitchhiker's Guide, an assessment of Vogon poetry, and an analysis of computing. The essays are written by both science fiction greats, such as Cory Doctorow, Lawrence Watt-Evans, Stephen Baxter, Jacqueline Carey, and Alastair Reynolds, and up-and-coming writers.",Leading Science Fiction Authors On Douglas Adams' The Hitchhiker's Guide To The Galaxy
Xw0PAQAAMAAJ,Arthur Miller: Collected Plays Vol. 1 1944-1961 (LOA #163),"9781931082914, 193108291X",774,"February 2, 2006",Hardcover,Library of America,English,Arthur Miller,,,,"Drama / American / General, Literary Collections / American / General, Performing Arts / Theater / Playwriting, American drama -- 20th century, Drama",,,,"“Miller takes his rightful place in The Library of America with this volume.” —Library Journal (starred review)

In the inaugural volume of its collected edition of Miller’s plays, The Library of America gathers the works from the 1940s and 1950s that electrified theatergoers and established Miller as one of the indispensable voices of the postwar era. Among the plays included are All My Sons, the story of an industrialist confronted with his moral lapses during World War II; Death of a Salesman, the wrenching tragedy of Willy Loman’s demise; The Crucible, at once a riveting reconstruction of the Salem witch trials and a parable of McCarthyism; and A View from the Bridge, Miller’s tale of betrayal among Italian immigrants in Brooklyn, presented here in b...",
baEJAAAACAAJ,The Irish Anatomist,"9781930901353, 1930901356",222,2002,Hardcover,Maunsel,English,Keith Donohue,,2002,,"Dublin (Ireland) -- Intellectual life -- 20th century -- In literature, English literature -- Irish authors -- History and criticism -- Theory, etc",,,,"The most full length critical and biographical studies of Flann O'Brien(the nom de plume of Brian O' Nolan an otherwise inoffensive Irish public servant) tend to push asid e the leviathan of Cruiskeen Lawn, a commodious, encyclopedic work of some two million words and focus instead on his novels in English. Dr. Donohue in this important new study considers all of O'Nolan's work including college writings, letters to the editor(raised to a form of national genius by F O'B.) and works in Irish. It draws upon the research and biographical material of Anthony Cronin's No Laughing Matter, along with new research and criticism and takes issue with some of the conclusions reached in Keith Hopper's A Portrait of a Postmodernist. By tracing O'Nolan's development as an artist over time, this new ...",A Study of Flann O'Brien
_NZ0L8dzvtMC,Confederates in the Attic,"9780679758334, 067975833X",406,"February 22, 1999",Paperback,Knopf Doubleday Publishing Group,English,Tony Horwitz,,"March 3, 1998","Non-fiction, Travel literature","History / United States / Civil War Period (1850-1877), Travel / Essays & Travelogues, Travel / United States / South / General, Social Science / Customs & Traditions, United States -- History -- Influence -- Civil War, 1861-1865, United States -- History -- Influence -- Civil War, 1861-1865 -- 1861-1865, Civil War",,,,"NATIONAL BESTSELLER • A Pulitzer Prize-winning war correspondent takes us on an explosive adventure into the soul of the unvanquished South, where Civil War reenactors, battlefield visitors, and fans of history resurrect the ghosts of the Lost Cause through ritual and remembrance.  

""The freshest book about divisiveness in America that I have read in some time. This splendid commemoration of the war and its legacy ... is an eyes–open, humorously no–nonsense survey of complicated Americans."" —The New York Times Book Review

For all who remain intrigued by the legacy of the Civil War—reenactors, battlefield visitors, Confederate descendants and other Southerners, history fans, students of current racial conflicts, and more—this ten-state adventure is p...",Dispatches from the Unfinished Civil War
HMuDmAEACAAJ,Naughty Little Secret,"9781599982939, 1599982935",212,August 2006,Paperback,"Samhain Publishing, Limited",English,Shelley Bradley,,August 2006,"Romance novel, Erotic literature, Fiction",Man-woman relationships -- Fiction,,,,"By night, he becomes a mysterious stranger devoted only to her pleasureand discovers shes hiding a naughty little secret. After divorcing her never-home husband, Lauren Southall plucked up her courage, dusted off her power suits, and returned to corporate life. Two years later, there's just one six-foot three, testosterone-packed problem: her ex-husband's good friend and her current boss, Noah Reeves. Lauren aches for him. No other man will do. But she cant possibly measure up to the silicone-packed professional cheerleaders he dates. So she hides her desire behind a professional persona and fantasizes. For ten years, Noah Reeves has waited to make Lauren his. Once her divorce was final, he tracked down and hired the brilliant, dedicated woman. But when he's with her, it isn't spreadshe...",
cLOax2a40x8C,Dirty Little Secrets,"9781416501626, 1416501622",352,"May 31, 2005",Paperback,Gallery Books,English,Julie Leto,,"May 31, 2005","Fiction, Romance novel, Humor, Mystery, Suspense, Romantic Suspense","Fiction / General, Fiction / Romance / General, Fiction / Thrillers / Suspense, Fiction / Romance / Suspense, Hispanic American women -- Fiction, Tampa (Fla.) -- Fiction",,,,"USA Today bestselling author Julie Leto launches a caliente new series featuring a sexy, Latina bounty hunter with an appetite for danger and an insatiable thirst for the man she's hunting down: her ex.
When Marisela Morales sets out to stop her ex-boyfriend Francisco Vega from skipping out on bail, she has a secret agenda: revenge. She hasn't seen Frankie in ten years, and back then, he broke her heart, choosing his gang over his girl. So when she tracks him down in their old haunt, a hot dance club in Tampa, she sets about seducing him into her trap.
Frankie has a secret agenda, too, and Marisela soon faces a tough choice: continue drifting through her twentysomething life -- hitting the same town with the same girlfriends every weekend while struggling to find a job and...",
